,Unnamed: 0,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExteriorQ,ExteriorC,BasementQ,BasementC,BasementEx,Basement1,BsmtFinSF1,Basement2,BsmtFinSF2,BsmtUnfSF,Heating,LowQualFinSF,GrLivArea,FullBath,HalfBath,Kitchen,TotRmsAbvGrd,Function,Fireplaces,FireplaceQ,Garage,GarageYrBlt,GarageCars,GarageArea,GarageQ,GarageC,WoodDeckSF,PoolArea,Pool,FenceType,MiscVal,SalePrice,HouseAge,Porch,TotalSF
425,425,60.0,3378,7,8,1946,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,651,4,0,1389,1,1,3,6,8,2,4.0,1.0,1947.0,1,240,3.0,3.0,0,0,0.0,0.0,0,135000,65,1,2040
426,426,69.0,12800,7,5,1989,145.0,4,3,4.0,3.0,4.0,6.0,1518,1.0,0,0,4,0,1644,3,1,4,5,8,1,3.0,1.0,1989.0,2,569,3.0,3.0,80,0,0.0,0.0,0,275000,22,1,3162
427,427,77.0,8593,4,6,1957,0.0,3,3,3.0,3.0,1.0,3.0,288,1.0,0,619,5,0,907,1,0,3,5,8,0,4.0,1.0,1964.0,1,352,3.0,3.0,0,0,0.0,0.0,0,109008,54,0,1814
428,428,64.0,6762,7,5,2007,108.0,4,3,4.0,3.0,1.0,6.0,664,1.0,0,544,5,0,1208,3,0,4,6,8,0,4.0,1.0,2007.0,2,628,3.0,3.0,105,0,0.0,0.0,0,195400,4,1,2416
429,429,130.0,11457,6,5,1988,0.0,3,3,4.0,3.0,2.0,6.0,1005,1.0,0,387,3,0,1412,3,0,4,6,8,1,3.0,1.0,1988.0,2,576,3.0,3.0,0,0,0.0,0.0,0,175000,23,1,2804
430,430,21.0,1680,6,5,1971,232.0,3,3,3.0,3.0,1.0,5.0,387,1.0,0,96,3,0,987,1,1,3,4,8,0,4.0,1.0,1971.0,1,264,3.0,3.0,0,0,0.0,0.0,0,85400,40,0,1470
431,431,60.0,5586,6,7,1920,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,901,4,0,1198,1,0,3,7,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,3.0,3.0,0,79900,91,1,2099
432,432,24.0,1920,5,5,1971,376.0,3,3,3.0,3.0,1.0,5.0,471,1.0,0,294,5,0,1365,2,1,3,6,7,0,4.0,1.0,1971.0,2,440,3.0,3.0,240,0,0.0,0.0,0,122500,40,1,2130
433,433,100.0,10839,6,5,1997,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,926,5,0,1604,2,1,3,7,8,1,3.0,1.0,1997.0,2,470,3.0,3.0,0,0,0.0,0.0,0,181000,14,1,2530
434,434,21.0,1890,4,7,1972,0.0,3,4,4.0,3.0,3.0,5.0,495,1.0,0,135,4,0,630,2,0,3,3,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,88,0,0.0,0.0,0,81000,39,0,1260
435,435,43.0,10667,7,6,1996,0.0,4,3,4.0,3.0,3.0,6.0,385,5.0,344,70,5,0,1661,3,1,4,6,8,1,3.0,1.0,1996.0,2,550,3.0,3.0,158,0,0.0,0.0,0,212000,15,1,2460
436,436,40.0,4400,6,8,1920,0.0,3,3,2.0,3.0,1.0,1.0,0,1.0,0,648,3,0,1118,1,0,3,6,8,0,4.0,1.0,1990.0,2,440,3.0,3.0,0,0,0.0,0.0,0,116000,91,0,1766
437,437,50.0,6000,6,7,1926,0.0,4,3,3.0,3.0,1.0,1.0,0,1.0,0,884,4,0,904,1,0,3,4,8,0,4.0,1.0,1926.0,1,180,3.0,3.0,0,0,0.0,0.0,0,119000,85,1,1788
438,438,40.0,4280,5,6,1913,0.0,3,3,3.0,3.0,1.0,2.0,365,1.0,0,75,3,0,694,1,0,4,4,8,1,4.0,1.0,1990.0,1,352,4.0,3.0,0,0,3.0,3.0,0,90350,98,1,1134
439,439,67.0,12354,6,8,1920,0.0,3,3,3.0,2.0,2.0,1.0,0,1.0,0,684,4,0,1196,1,0,4,7,8,0,4.0,1.0,2005.0,2,528,3.0,3.0,0,0,4.0,4.0,800,110000,91,1,1880
440,440,105.0,15431,10,5,2008,200.0,5,3,5.0,3.0,4.0,6.0,1767,5.0,539,788,5,0,2402,3,0,5,10,8,2,4.0,1.0,2008.0,3,672,3.0,3.0,0,0,0.0,0.0,0,555000,3,1,5496
441,441,92.0,12108,4,4,1955,270.0,3,3,3.0,3.0,1.0,5.0,133,1.0,0,1307,3,0,1440,2,0,2,8,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,118000,56,0,2880
442,442,52.0,6240,5,7,1930,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1078,3,0,1573,2,0,3,8,8,1,4.0,1.0,1930.0,2,360,3.0,3.0,0,0,0.0,0.0,0,162900,81,0,2651
443,443,53.0,3922,7,5,2006,72.0,4,3,5.0,3.0,3.0,1.0,0,1.0,0,1258,5,0,1258,2,0,4,6,8,1,4.0,1.0,2007.0,3,648,3.0,3.0,144,0,0.0,0.0,0,172500,5,1,2516
444,444,70.0,8750,7,5,1994,0.0,4,4,4.0,3.0,1.0,6.0,642,1.0,0,273,5,0,1908,3,1,4,8,8,1,3.0,1.0,1994.0,2,493,3.0,3.0,144,0,0.0,0.0,0,210000,17,1,2823
445,445,73.0,9855,6,5,1956,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1436,2,0,1689,1,0,3,7,8,1,4.0,1.0,1956.0,2,480,3.0,3.0,0,0,3.0,3.0,0,127500,55,0,3125
446,446,137.0,16492,6,6,1966,0.0,4,3,3.0,3.0,1.0,5.0,247,3.0,713,557,5,0,1888,2,1,4,6,5,1,4.0,1.0,1966.0,2,578,3.0,3.0,0,0,0.0,0.0,0,190000,45,0,3405
447,447,69.0,11214,7,5,1998,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,930,4,0,1886,2,1,4,10,8,1,3.0,1.0,1998.0,2,431,3.0,3.0,89,0,0.0,0.0,0,199900,13,0,2816
448,448,50.0,8600,6,6,1937,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,780,3,0,1376,2,0,3,7,8,1,4.0,1.0,1937.0,1,198,3.0,3.0,0,0,0.0,0.0,0,119500,74,0,2156
449,449,50.0,6000,3,7,1948,0.0,3,4,3.0,3.0,1.0,5.0,331,1.0,0,318,5,0,1183,1,1,3,6,8,0,4.0,1.0,1981.0,1,308,3.0,3.0,0,0,0.0,0.0,0,120000,63,1,1832
450,450,70.0,5684,6,8,1930,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,813,5,0,813,1,0,4,5,8,0,4.0,1.0,1932.0,1,270,2.0,2.0,0,0,0.0,0.0,0,110000,81,1,1626
451,451,62.0,70761,7,5,1975,0.0,3,3,4.0,3.0,4.0,5.0,655,1.0,0,878,3,0,1533,3,0,4,5,8,2,3.0,1.0,1975.0,2,576,3.0,3.0,200,0,0.0,0.0,0,280000,36,1,3066
452,452,69.0,9303,6,5,1996,42.0,4,3,5.0,3.0,1.0,5.0,742,1.0,0,130,5,0,1756,3,1,3,7,8,0,4.0,1.0,1996.0,2,422,3.0,3.0,144,0,0.0,0.0,0,204000,15,1,2628
453,453,75.0,9000,8,5,2008,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,768,5,0,1590,2,1,4,6,8,0,4.0,1.0,2008.0,2,676,3.0,3.0,0,0,0.0,0.0,0,210000,3,1,2358
454,454,63.0,9297,5,5,1976,0.0,3,3,3.0,3.0,1.0,5.0,1606,1.0,0,122,3,0,1728,4,0,3,8,8,0,4.0,1.0,1976.0,2,560,3.0,3.0,0,0,0.0,0.0,0,188000,35,0,3456
455,455,80.0,9600,7,6,1973,320.0,3,3,3.0,3.0,1.0,5.0,916,1.0,0,326,2,0,1242,1,1,3,6,8,1,3.0,1.0,1973.0,2,528,3.0,3.0,0,0,0.0,0.0,0,175500,38,0,2484
456,456,34.0,4571,5,5,1916,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,624,2,0,1344,1,0,3,7,8,0,4.0,1.0,1916.0,3,513,2.0,2.0,0,0,0.0,0.0,0,98000,95,1,1968
457,457,69.0,53227,4,6,1954,0.0,3,3,4.0,3.0,4.0,4.0,1116,1.0,0,248,5,0,1663,2,0,4,6,7,2,4.0,1.0,1954.0,2,529,3.0,3.0,224,0,0.0,0.0,0,256000,57,1,3027
458,458,69.0,5100,8,7,1925,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,588,2,0,1666,1,0,4,7,8,1,4.0,1.0,1925.0,1,228,3.0,3.0,192,0,3.0,3.0,0,161000,86,1,2254
459,459,69.0,7015,5,4,1950,161.0,3,3,3.0,3.0,1.0,2.0,185,1.0,0,524,3,0,1203,2,0,4,5,8,1,3.0,1.0,1950.0,1,352,3.0,3.0,0,0,0.0,0.0,0,110000,61,1,1912
460,460,75.0,8004,8,5,2009,110.0,4,3,4.0,3.0,1.0,6.0,544,1.0,0,288,5,0,1935,3,1,3,8,8,0,4.0,3.0,2009.0,2,552,3.0,3.0,0,0,0.0,0.0,0,263435,2,1,2767
461,461,60.0,7200,7,9,1936,0.0,4,4,4.0,4.0,1.0,5.0,350,4.0,210,0,5,0,1135,2,0,4,6,8,0,4.0,1.0,1971.0,2,576,3.0,3.0,256,0,3.0,3.0,0,155000,75,0,1695
462,462,60.0,8281,5,5,1965,0.0,3,3,3.0,3.0,1.0,3.0,553,4.0,311,0,4,0,864,1,0,3,5,8,1,1.0,1.0,1965.0,1,360,3.0,3.0,0,0,2.0,2.0,0,62383,46,1,1728
463,463,74.0,11988,6,7,1934,0.0,3,3,3.0,3.0,1.0,2.0,326,1.0,0,389,2,0,1660,1,1,3,6,8,1,4.0,1.0,1939.0,1,240,3.0,3.0,0,0,0.0,0.0,0,188700,77,0,2375
464,464,60.0,8430,5,5,1978,136.0,3,3,4.0,3.0,1.0,3.0,616,1.0,0,424,3,0,1040,2,0,3,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,124000,33,0,2080
465,465,69.0,3072,7,5,2004,18.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1375,5,0,1414,2,0,4,6,8,1,3.0,1.0,2004.0,2,398,3.0,3.0,144,0,0.0,0.0,0,178740,7,1,2789
466,466,85.0,10628,7,5,1970,0.0,3,4,3.0,4.0,4.0,6.0,778,1.0,0,499,3,0,1277,2,0,3,5,8,1,1.0,1.0,1970.0,2,526,3.0,3.0,0,0,2.0,2.0,0,167000,41,1,2554
467,467,79.0,9480,5,7,1942,224.0,3,3,3.0,3.0,1.0,2.0,386,1.0,0,342,5,0,1644,1,1,4,7,8,2,4.0,1.0,1942.0,1,312,3.0,3.0,168,0,0.0,0.0,0,146500,69,0,2372
468,468,98.0,11428,8,5,2006,248.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1626,5,0,1634,2,0,4,7,8,1,4.0,1.0,2006.0,3,866,3.0,3.0,0,0,0.0,0.0,0,250000,5,1,3260
469,469,76.0,9291,6,5,1993,120.0,4,3,4.0,3.0,1.0,6.0,426,1.0,0,406,5,0,1710,2,1,4,7,8,0,4.0,1.0,1993.0,2,506,3.0,3.0,144,0,0.0,0.0,0,187000,18,1,2542
470,470,69.0,6820,8,5,1985,0.0,4,3,4.0,3.0,3.0,6.0,368,4.0,1120,0,3,0,1502,2,1,4,4,8,0,4.0,1.0,1985.0,2,528,3.0,3.0,0,0,0.0,0.0,0,212000,26,1,2990
471,471,92.0,11952,7,6,1977,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,808,3,0,1969,2,1,3,8,8,1,4.0,1.0,1977.0,2,534,3.0,3.0,0,0,0.0,0.0,0,190000,34,1,2777
472,472,35.0,3675,6,5,2005,80.0,3,3,4.0,3.0,4.0,6.0,459,1.0,0,88,5,0,1072,2,0,3,5,8,0,4.0,4.0,2005.0,2,525,3.0,3.0,0,0,0.0,0.0,0,148000,6,1,1619
473,473,110.0,14977,8,5,2006,304.0,4,3,5.0,3.0,4.0,6.0,1350,1.0,0,626,5,0,1976,3,0,4,7,8,1,5.0,1.0,2006.0,3,908,3.0,3.0,250,0,0.0,0.0,0,440000,5,1,3952
474,474,41.0,5330,8,5,2000,0.0,4,3,4.0,3.0,3.0,6.0,1196,1.0,0,298,5,0,1652,3,0,5,6,8,0,4.0,1.0,2000.0,2,499,3.0,3.0,96,0,0.0,0.0,0,251000,11,1,3146
475,475,80.0,8480,5,6,1963,0.0,3,3,3.0,3.0,1.0,6.0,630,1.0,0,340,3,0,970,2,0,3,5,8,0,4.0,1.0,1996.0,2,624,3.0,3.0,0,0,0.0,0.0,0,132500,48,1,1940
476,476,75.0,13125,6,5,1997,215.0,3,3,4.0,3.0,4.0,6.0,994,1.0,0,484,5,0,1493,3,0,4,7,8,1,3.0,1.0,1997.0,2,508,3.0,3.0,140,0,0.0,0.0,0,208900,14,1,2971
477,477,105.0,13693,9,5,2006,772.0,5,3,4.0,3.0,3.0,1.0,0,1.0,0,2153,5,0,2643,2,1,5,9,8,1,4.0,3.0,2006.0,3,694,3.0,3.0,414,0,0.0,0.0,0,380000,5,1,4796
478,478,79.0,10637,8,5,2007,336.0,4,3,5.0,3.0,4.0,6.0,1288,1.0,0,417,5,0,1718,3,0,4,7,8,1,4.0,1.0,2007.0,3,826,3.0,3.0,208,0,0.0,0.0,0,297000,4,1,3423
479,479,50.0,5925,4,7,1937,435.0,3,3,2.0,3.0,1.0,3.0,168,1.0,0,739,3,0,1131,1,0,3,7,8,0,4.0,1.0,1995.0,2,672,3.0,3.0,0,0,3.0,3.0,0,89471,74,1,2038
480,480,98.0,16033,9,5,2004,378.0,4,3,5.0,3.0,4.0,6.0,1261,1.0,0,572,5,0,1850,3,0,4,8,8,1,4.0,1.0,2004.0,3,772,3.0,3.0,519,0,0.0,0.0,0,326000,7,1,3683
481,481,72.0,11846,9,5,2003,562.0,4,3,5.0,3.0,4.0,6.0,1567,1.0,0,225,5,0,1792,3,0,5,6,8,1,4.0,1.0,2003.0,3,874,3.0,3.0,206,0,0.0,0.0,0,374000,8,1,3584
482,482,50.0,2500,7,8,1915,0.0,4,3,3.0,3.0,1.0,5.0,299,1.0,0,611,5,0,1826,2,1,5,7,6,1,4.0,1.0,1915.0,1,164,2.0,2.0,0,0,0.0,0.0,0,155000,96,0,2736
483,483,32.0,4500,6,5,1998,116.0,3,3,5.0,3.0,1.0,6.0,897,1.0,0,319,5,0,1216,3,0,3,5,8,0,4.0,1.0,1998.0,2,402,3.0,3.0,0,0,0.0,0.0,0,164000,13,1,2432
484,484,69.0,7758,5,7,1962,0.0,3,4,3.0,3.0,1.0,5.0,588,1.0,0,411,4,0,999,2,0,4,6,8,0,4.0,1.0,1963.0,1,264,3.0,3.0,0,0,0.0,0.0,0,132500,49,1,1998
485,485,80.0,9600,5,7,1950,0.0,4,3,3.0,3.0,1.0,5.0,607,1.0,0,506,4,0,1113,1,0,4,5,8,1,4.0,1.0,1950.0,1,264,3.0,3.0,0,0,0.0,0.0,0,147000,61,1,2226
486,486,79.0,10289,5,7,1965,168.0,3,3,3.0,3.0,1.0,5.0,836,1.0,0,237,3,0,1073,2,1,3,6,8,0,4.0,1.0,1965.0,2,515,3.0,3.0,0,0,0.0,0.0,0,156000,46,0,2146
487,487,70.0,12243,5,6,1971,0.0,3,3,4.0,3.0,3.0,5.0,998,1.0,0,486,4,0,1484,2,0,3,7,8,1,3.0,1.0,1971.0,2,487,3.0,3.0,224,0,0.0,0.0,0,175000,40,1,2968
488,488,60.0,10800,5,4,1900,0.0,3,2,3.0,2.0,1.0,4.0,664,1.0,0,290,3,0,2414,2,0,3,10,5,1,4.0,1.0,1970.0,2,520,3.0,2.0,142,0,0.0,0.0,0,160000,111,0,3368
489,489,21.0,1526,4,8,1970,0.0,3,4,4.0,3.0,3.0,6.0,515,1.0,0,115,3,0,630,2,0,4,3,8,0,4.0,1.0,1970.0,1,286,3.0,3.0,0,0,0.0,0.0,0,86000,41,0,1260
490,490,69.0,2665,5,6,1976,0.0,3,3,4.0,3.0,2.0,1.0,0,1.0,0,264,3,0,1304,1,1,3,4,8,1,4.0,3.0,1976.0,1,336,3.0,3.0,141,0,0.0,0.0,0,115000,35,1,1568
491,491,79.0,9490,6,7,1941,0.0,3,3,3.0,3.0,1.0,4.0,403,3.0,165,238,3,0,1578,2,0,2,5,8,2,3.0,1.0,1941.0,1,240,3.0,3.0,0,0,3.0,3.0,0,133000,70,1,2384
492,492,105.0,15578,6,5,2006,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,728,4,0,1456,2,1,3,8,8,0,4.0,1.0,2006.0,2,429,3.0,3.0,0,0,0.0,0.0,0,172785,5,0,2184
493,493,70.0,7931,5,6,1960,0.0,3,3,3.0,3.0,1.0,4.0,374,2.0,532,363,3,0,1269,1,1,3,6,8,1,2.0,1.0,1964.0,1,308,3.0,3.0,0,0,0.0,0.0,0,155000,51,0,2538
494,494,50.0,5784,5,8,1938,0.0,3,3,2.0,3.0,1.0,1.0,0,1.0,0,190,4,0,886,1,0,3,4,8,0,4.0,1.0,1938.0,1,273,3.0,3.0,144,0,0.0,0.0,0,91300,73,1,1076
495,495,60.0,7879,4,5,1920,0.0,3,3,3.0,3.0,1.0,3.0,495,1.0,0,225,3,0,720,1,0,3,4,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,2.0,2.0,0,34900,91,1,1440
496,496,69.0,12692,8,5,1992,0.0,4,3,4.0,3.0,1.0,6.0,1231,1.0,0,1969,5,0,3228,4,0,4,10,8,1,4.0,1.0,1992.0,2,546,3.0,3.0,264,0,0.0,0.0,0,430000,19,1,6428
497,497,60.0,9120,7,6,1925,0.0,3,4,3.0,3.0,1.0,3.0,329,1.0,0,697,5,0,1820,3,0,3,8,8,0,4.0,1.0,1925.0,1,240,3.0,3.0,0,0,4.0,4.0,0,184000,86,1,2846
498,498,65.0,7800,5,7,1967,89.0,3,3,3.0,3.0,1.0,5.0,450,1.0,0,414,5,0,899,1,0,4,5,8,0,4.0,1.0,1967.0,1,288,3.0,3.0,64,0,3.0,3.0,0,130000,44,0,1763
499,499,70.0,7535,5,7,1958,0.0,3,3,3.0,3.0,1.0,4.0,111,2.0,279,522,2,0,912,1,1,3,5,8,0,4.0,1.0,1958.0,1,297,3.0,3.0,12,0,1.0,1.0,480,120000,53,1,1824
500,500,21.0,1890,6,5,1973,285.0,3,3,3.0,3.0,1.0,4.0,356,1.0,0,316,3,0,1218,1,1,3,7,8,0,4.0,1.0,1973.0,1,264,3.0,3.0,144,0,0.0,0.0,0,113000,38,1,1890
501,501,75.0,9803,7,5,2005,0.0,4,3,4.0,3.0,1.0,6.0,400,1.0,0,466,4,0,1768,2,1,4,7,8,0,4.0,1.0,2005.0,2,603,3.0,3.0,0,0,0.0,0.0,0,226700,6,1,2634
502,502,70.0,9170,5,7,1965,0.0,3,3,3.0,3.0,1.0,5.0,698,6.0,96,420,5,0,1214,2,0,3,6,8,0,4.0,1.0,1965.0,2,461,2.0,2.0,0,0,4.0,4.0,400,140000,46,1,2428
503,503,100.0,15602,7,8,1959,0.0,3,3,3.0,3.0,1.0,5.0,1247,1.0,0,254,3,0,1801,3,0,3,6,8,2,3.0,1.0,1959.0,2,484,3.0,3.0,0,0,2.0,2.0,0,289000,52,1,3302
504,504,24.0,2308,6,5,1974,0.0,3,3,3.0,3.0,1.0,5.0,257,3.0,495,103,3,0,1322,2,2,3,6,8,1,2.0,1.0,1974.0,2,440,3.0,3.0,260,0,0.0,0.0,0,147000,37,0,2177
505,505,60.0,7596,5,5,1952,360.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,960,4,0,1960,2,0,3,10,8,0,4.0,1.0,1952.0,2,400,3.0,3.0,0,0,0.0,0.0,0,124500,59,0,2920
506,506,80.0,9554,8,5,1993,125.0,4,3,4.0,3.0,1.0,6.0,380,1.0,0,397,5,0,1911,2,1,4,8,8,1,3.0,1.0,1993.0,2,471,3.0,3.0,182,0,0.0,0.0,0,215000,18,1,2688
507,507,75.0,7862,6,5,2009,0.0,4,3,4.0,3.0,1.0,6.0,27,1.0,0,1191,5,0,1218,2,0,4,4,8,0,4.0,1.0,2009.0,2,676,3.0,3.0,0,0,0.0,0.0,0,208300,2,1,2436
508,508,60.0,9600,7,9,1928,0.0,3,5,3.0,3.0,1.0,3.0,141,1.0,0,548,5,0,1378,2,0,4,7,8,1,4.0,1.0,1928.0,2,360,3.0,3.0,0,0,0.0,0.0,0,161000,83,1,2067
509,509,80.0,9600,5,6,1959,132.0,3,3,3.0,3.0,1.0,5.0,991,1.0,0,50,5,0,1041,2,0,3,6,8,0,4.0,1.0,1959.0,1,270,3.0,3.0,224,0,3.0,3.0,0,124500,52,1,2082
510,510,75.0,14559,5,7,1951,70.0,4,3,3.0,3.0,1.0,4.0,650,3.0,180,178,5,0,1363,2,0,3,6,7,2,3.0,2.0,1951.0,1,288,3.0,3.0,324,0,0.0,0.0,2000,164900,60,1,2371
511,511,40.0,6792,7,5,2005,94.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1368,5,0,1368,2,0,4,6,8,1,4.0,1.0,2005.0,2,474,3.0,3.0,132,0,0.0,0.0,0,202665,6,1,2736
512,512,70.0,9100,5,5,1958,0.0,3,3,3.0,3.0,1.0,4.0,521,2.0,174,169,3,0,864,2,0,3,5,8,0,4.0,1.0,1964.0,2,624,3.0,3.0,0,0,0.0,0.0,0,129900,53,0,1728
513,513,71.0,9187,6,5,1983,0.0,3,4,3.0,3.0,1.0,5.0,336,1.0,0,748,3,0,1080,1,1,3,5,8,0,4.0,1.0,1983.0,2,484,3.0,3.0,120,0,0.0,0.0,0,134000,28,1,2164
514,514,55.0,10594,5,5,1926,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,768,2,0,789,1,0,3,5,8,0,4.0,1.0,1926.0,1,200,1.0,1.0,0,0,3.0,3.0,0,96500,85,1,1557
515,515,94.0,12220,10,5,2009,305.0,5,3,5.0,3.0,1.0,6.0,1436,1.0,0,570,5,0,2020,3,1,5,9,8,1,4.0,1.0,2009.0,3,900,3.0,3.0,156,0,0.0,0.0,0,402861,2,1,4026
516,516,69.0,10448,6,6,1972,333.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,689,3,0,2119,2,1,3,7,8,1,3.0,1.0,1972.0,2,583,3.0,3.0,0,0,4.0,4.0,0,158000,39,1,2808
517,517,79.0,10208,7,5,1996,921.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1264,5,0,2344,2,1,4,7,8,1,3.0,1.0,1996.0,3,889,3.0,3.0,220,0,0.0,0.0,0,265000,15,0,3608
518,518,69.0,9531,6,5,1998,0.0,3,3,4.0,3.0,2.0,6.0,706,1.0,0,88,5,0,1796,3,1,3,7,8,0,4.0,1.0,1998.0,2,546,3.0,3.0,0,0,3.0,3.0,0,211000,13,1,2590
519,519,53.0,10918,7,9,1926,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1276,5,0,2080,1,1,4,9,8,2,4.0,1.0,1926.0,1,282,3.0,3.0,0,0,3.0,3.0,0,234000,85,1,3356
520,520,60.0,10800,4,7,1900,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,3,0,1294,2,0,3,7,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,220,0,0.0,0.0,0,106250,111,1,1294
521,521,90.0,11988,6,6,1957,0.0,3,3,3.0,3.0,1.0,3.0,777,1.0,0,467,5,0,1244,1,1,3,6,8,2,4.0,1.0,1957.0,1,336,3.0,3.0,0,0,0.0,0.0,0,150000,54,1,2488
522,522,50.0,5000,6,7,1947,0.0,3,4,3.0,3.0,1.0,5.0,399,1.0,0,605,5,0,1664,2,0,3,7,8,2,4.0,1.0,1950.0,2,420,3.0,3.0,0,0,0.0,0.0,0,159000,64,1,2668
523,523,130.0,40094,10,5,2007,762.0,5,3,5.0,3.0,4.0,6.0,2260,1.0,0,878,5,0,4676,4,1,5,11,8,1,4.0,3.0,2007.0,3,884,3.0,3.0,208,0,0.0,0.0,0,184750,4,1,7814
524,524,95.0,11787,7,5,1996,594.0,4,3,4.0,3.0,1.0,6.0,719,1.0,0,660,5,0,2398,3,1,4,8,8,1,3.0,1.0,1996.0,3,834,3.0,3.0,239,0,0.0,0.0,0,315750,15,1,3777
525,525,62.0,7500,7,5,2005,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1257,5,0,1266,2,0,4,6,8,1,3.0,1.0,2005.0,2,453,3.0,3.0,38,0,0.0,0.0,0,176000,6,1,2523
526,526,70.0,13300,5,7,1956,0.0,3,3,4.0,3.0,1.0,3.0,377,1.0,0,551,3,0,928,1,0,3,4,8,0,4.0,1.0,1956.0,1,252,3.0,3.0,261,0,0.0,0.0,0,132000,55,1,1856
527,527,67.0,14948,9,5,2008,268.0,5,3,5.0,3.0,3.0,6.0,1330,1.0,0,122,5,0,2713,3,1,5,11,8,1,4.0,1.0,2008.0,3,858,3.0,3.0,126,0,0.0,0.0,0,446261,3,1,4165
528,528,58.0,9098,4,7,1920,0.0,3,3,3.0,3.0,2.0,5.0,348,1.0,0,180,5,0,605,2,0,3,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,86000,91,1,1133
529,529,69.0,32668,6,3,1957,0.0,4,3,3.0,3.0,1.0,3.0,1219,1.0,0,816,3,0,2515,4,0,3,9,4,2,3.0,1.0,1975.0,2,484,3.0,3.0,0,0,0.0,0.0,0,200624,54,1,4550
530,530,85.0,10200,6,5,1988,219.0,4,3,4.0,3.0,3.0,6.0,783,1.0,0,678,5,0,1509,3,0,4,5,8,1,2.0,1.0,1988.0,2,600,3.0,3.0,224,0,0.0,0.0,0,175000,23,0,2970
531,531,60.0,6155,6,8,1920,0.0,3,3,2.0,2.0,2.0,1.0,0,1.0,0,611,5,0,1362,2,0,3,6,8,0,4.0,1.0,1920.0,2,502,3.0,2.0,0,0,0.0,0.0,0,128000,91,1,1973
532,532,60.0,7200,5,7,1955,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,5,0,827,1,0,3,5,5,1,1.0,1.0,1967.0,1,392,3.0,3.0,0,0,0.0,0.0,0,107500,56,0,827
533,533,50.0,5000,1,3,1946,0.0,2,2,4.0,3.0,1.0,4.0,0,1.0,0,0,2,0,334,1,0,2,2,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,39300,65,0,334
534,534,74.0,9056,8,5,2004,0.0,4,3,5.0,4.0,3.0,1.0,0,1.0,0,707,5,0,1414,2,1,4,6,8,1,4.0,1.0,2004.0,2,403,3.0,3.0,100,0,0.0,0.0,0,178000,7,1,2121
535,535,70.0,7000,5,7,1910,0.0,3,3,4.0,3.0,4.0,6.0,969,1.0,0,148,3,0,1347,2,0,3,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,85,0,0.0,0.0,0,107500,101,1,2464
536,536,57.0,8924,7,5,1998,0.0,3,3,4.0,3.0,3.0,1.0,0,1.0,0,880,5,0,1724,2,1,4,8,8,0,4.0,1.0,1998.0,2,527,3.0,3.0,120,0,0.0,0.0,0,188000,13,1,2604
537,537,69.0,12735,4,5,1972,0.0,3,3,3.0,3.0,1.0,4.0,600,1.0,0,264,3,0,864,1,0,3,5,8,0,4.0,1.0,1980.0,2,576,3.0,3.0,216,0,1.0,1.0,0,111250,39,0,1728
538,538,69.0,11553,5,5,1968,188.0,3,3,3.0,3.0,1.0,4.0,673,1.0,0,378,3,0,1159,1,1,3,7,8,1,2.0,1.0,1968.0,1,336,3.0,3.0,466,0,0.0,0.0,0,158000,43,0,2210
