,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,Income_Above_or_Below_50K
1082,43,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
1083,51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
1084,23,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,52,0
1085,48,Self-emp-not-inc,HS-grad,9,Separated,Other-service,Unmarried,White,Female,45,0
1086,45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
1087,48,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,70,0
1088,37,State-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,16,0
1089,34,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1
1090,63,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,1
1091,38,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
1092,29,Private,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,40,0
1093,33,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
1094,47,Private,5th-6th,3,Separated,Other-service,Unmarried,White,Female,40,0
1095,30,Private,9th,5,Divorced,Farming-fishing,Own-child,White,Male,30,0
1096,35,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
1097,54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,1
1098,26,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,50,0
1099,39,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,54,0
1100,34,State-gov,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,40,0
1101,55,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,0
1102,33,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,76,1
1103,17,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,36,0
1104,27,Private,10th,6,Never-married,Other-service,Own-child,White,Female,38,0
1105,53,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,41,1
1106,43,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
1107,22,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,0
1108,52,Private,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,50,0
1109,60,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
1110,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,65,1
1111,39,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
1112,29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
1113,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
1114,61,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Female,40,0
1115,71,Federal-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
1116,20,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,35,0
1117,33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
1118,52,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
1119,40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1
1121,31,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,0
1122,42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
1123,63,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,21,0
1124,53,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
1125,34,State-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1126,48,Private,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,40,0
1128,49,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,24,0
1129,28,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,55,0
1131,44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
1132,27,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,1
1133,49,Private,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,20,0
1134,34,Private,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,30,0
1135,27,Self-emp-not-inc,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,35,0
1136,38,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,36,0
1137,24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
1138,29,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,48,0
1139,39,Private,HS-grad,9,Divorced,Sales,Other-relative,White,Female,40,0
1140,50,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1141,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,42,1
1143,44,State-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
1144,58,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,40,0
1145,25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,50,0
1146,23,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,35,0
1147,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,40,0
1148,46,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,0
1149,21,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,35,0
1150,63,Private,10th,6,Separated,Other-service,Unmarried,Black,Female,40,0
1151,38,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1152,27,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,55,0
1153,41,Private,Masters,14,Married-civ-spouse,Other-service,Wife,White,Female,50,1
1154,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
1155,39,State-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,0
1157,56,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
1158,44,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
1159,24,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,40,0
1160,49,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
1161,38,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,70,0
1162,36,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,35,0
1164,50,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
1165,46,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,52,0
1166,41,Local-gov,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,10,0
1168,46,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
1170,44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
1171,35,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,50,0
1172,44,Self-emp-not-inc,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,45,0
1173,51,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,0
1174,74,Local-gov,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,35,0
1175,32,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,35,0
1176,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,30,0
1178,47,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,0
1179,32,Private,12th,8,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,40,0
1180,64,Federal-gov,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,25,0
1181,44,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,25,1
1182,59,Private,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,40,1
1183,34,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,35,0
1184,54,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,40,1
1185,33,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,30,0
1186,44,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Wife,White,Female,60,0
1187,31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
1188,30,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
1189,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,17,0
1190,56,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
1191,24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
1192,23,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
1193,51,Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0
1194,24,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Male,20,0
1195,39,Federal-gov,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,40,0
1196,49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,0
1198,42,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,45,0
1199,51,Local-gov,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,39,1
1200,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,24,0
1201,49,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,0
1202,31,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
1203,41,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,0
1204,35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
1206,35,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,42,1
1207,46,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,8,0
1208,35,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,60,0
1209,21,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,20,0
1210,45,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,40,0
1211,37,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1212,45,Self-emp-inc,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
1213,18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,24,0
1214,53,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
1215,24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,0
1216,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
1217,28,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,0
1218,50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,56,1
1219,38,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,50,0
1220,34,Local-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,0
1221,53,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,32,1
1222,46,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,45,1
1223,50,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,45,0
1224,45,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,40,0
1225,29,Private,Assoc-voc,11,Never-married,Sales,Own-child,Black,Male,23,0
1226,41,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1227,43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
1228,29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,56,0
1229,53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
1230,24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,0
1231,35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
1232,25,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,30,0
1233,43,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,56,0
1234,38,Private,10th,6,Married-spouse-absent,Other-service,Not-in-family,White,Male,45,0
1235,64,Private,7th-8th,4,Separated,Priv-house-serv,Not-in-family,Other,Female,35,0
1236,37,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,40,1
1237,48,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,1
1238,27,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
1239,45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,0
1240,41,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,38,1
1242,42,Private,9th,5,Divorced,Other-service,Unmarried,White,Female,40,0
1243,29,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,50,0
1244,29,Private,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,49,0
1245,71,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,0
1246,29,Federal-gov,10th,6,Separated,Exec-managerial,Not-in-family,White,Female,40,0
1247,23,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,16,0
1248,28,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,2,0
1249,55,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1
1250,47,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,0
1252,33,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Black,Female,40,0
1253,35,Local-gov,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
1254,42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,1
1255,33,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,40,0
1256,30,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
1257,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
1260,46,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,0
1261,42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
1262,28,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,58,0
1263,36,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
1264,39,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
1265,27,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,40,0
1266,57,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,1
1267,50,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,12,0
1268,63,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
1269,44,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,50,0
1270,38,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1271,30,Self-emp-not-inc,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,0
1272,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,25,0
1273,44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
1274,24,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
1275,26,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,40,0
1276,42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,0
1277,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1278,45,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,45,0
1279,37,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
1280,30,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
1281,36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
1282,19,Private,9th,5,Never-married,Other-service,Own-child,White,Female,50,0
1283,22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,0
1284,65,Federal-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,0
1286,36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,30,0
1287,22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,0
1288,28,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
1289,30,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
1290,47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
1291,29,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
1292,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
1293,30,Private,Bachelors,13,Divorced,Sales,Own-child,White,Female,40,0
1294,52,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,1
1295,62,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,0
1296,42,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,55,1
1297,33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
1298,17,Private,11th,7,Never-married,Sales,Other-relative,White,Female,26,0
1299,54,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
1300,41,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,0
1301,45,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,45,0
1302,37,State-gov,Some-college,10,Never-married,Prof-specialty,Unmarried,Black,Female,15,0
1303,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,34,0
1304,29,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,40,0
1305,18,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,0
1307,62,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,0
1308,19,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,20,0
1309,62,Private,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,White,Female,35,0
1310,58,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,0
1311,34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,0
1312,62,Private,11th,7,Never-married,Machine-op-inspct,Other-relative,White,Male,50,0
1313,23,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,12,0
1314,37,Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,50,1
